abbr	X
adj	ADJ
adv	ADV
cm	PUNCT
cnjadv	SCONJ
cnjcoo	CONJ
cnjsub	SCONJ
cop	VERB
det	DET
emph	X
guio	PUNCT
ij	INTJ
lpar	PUNCT
lquot	PUNCT
mod	X
mod_ass	X
n	NOUN
np	PROPN
num	NUM
post	ADP
postadv	ADV
prn	PRON
qst	X
rpar	PUNCT	
rquot	PUNCT
sent	PUNCT
sym	SYM
v	VERB
vaux	AUX
